nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment,study_duration_days
NCT05005741,"A Randomized Controlled, Open-label, Multi-center Study With 16-week Beinaglutide or Dulaglutide Assessing Effects on Glucose Control and Weight Loss in Type 2 Diabetes With Overweight or Obesity.",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE4'],4,,,120.0,792.0
NCT02344433,Using Virtual Counselors to Overcome Genetic Literacy Barriers: Project VICKY,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],0,2016-11-01,2019-10-01,279.0,1064.0
NCT04422405,Functional Changes in the Stomach and Esophagus After One Anastomosis Gastric Bypass- OAGB- BiFlux Trial,RECRUITING,INTERVENTIONAL,PROCEDURE,['NA'],1,,,300.0,792.0
NCT01597154,Beating Diabetes Together: A Randomized Controlled Trial for Intensive Lifestyle Therapy for Youth With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2012-09-01,2014-05-01,15.0,607.0
NCT00579657,Effects of High Protein and High Cereal Fiber Diets on Insulin Sensitivity in Overweight and Obese Subjects With the Metabolic Syndrome - The PROFIMET Study,COMPLETED,INTERVENTIONAL,OTHER,['NA'],4,2007-08-01,2013-07-01,111.0,2161.0
NCT02839226,"Prospective, Placebo-controlled, Double-blind, Randomized Clinical Study to Assess the Safety and Efficacy of Topical Treatment of AR/101 Compared With for up to 28 Days, in Accelerating Granulation Tissue Formation in Chronic Wound Patients",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE2'],1,2016-08-01,2017-12-01,60.0,487.0
NCT03806920,Isomaltulose VS Sucrose - Different Postprandial Effect on Incretin Profile and Determinants of the Second Meal Effect,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,50.0,792.0
NCT06667804,"The Effect of Laughter Yoga on Blood Glucose Level, Disease Perception and Stress Level in Patients With Type 2 Diabetes;Randomized Controlled Trial",COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,100.0,792.0
NCT03916640,"A Trial to Investigate Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of a Co-formulation of an Insulin Analog and Pramlintide in Subjects With Type 1 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,24.0,792.0
NCT01328639,TeamCare PCN: Collaborative Care for Patients With Diabetes and Depression in Primary Care Networks,COMPLETED,INTERVENTIONAL,OTHER,['NA'],4,2010-11-01,2013-01-01,157.0,792.0
NCT00236600,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study of Efficacy and Safety of Topiramate in Weight Loss Maintenance in Obese Patients Following Participation in an Intensive, Non-Pharmacologic Weight Loss Program",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],0,2000-08-01,2002-06-01,561.0,669.0
NCT05703152,Effect of a Combined Therapeutic Exercise Program on Neuropathic Pain and Perceived Quality of Life in Patients With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,12.0,792.0
NCT07193446,"Optimising the Delivery of Diabetes Distress Informed Care for Its Prevention, Detection, and Management in Adults With Type 1 Diabetes: a Feasibility Study (D-stress Study)",RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],3,,,110.0,792.0
NCT03623412,Women With Minor Degrees of Glucose Intolerance and the Postpartum Glucose,UNKNOWN,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],0,,,600.0,792.0
NCT00067873,Exercise Training in Obesity-prone Black and White Women,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2000-12-01,2007-12-01,231.0,2556.0
NCT03289728,Evaluation of a Strategy Guided by Imaging Versus Systematic Coronary Angiography in Elderly Patients With Ischemia: a Multicentric Randomized Non Inferiority Trial.,UNKNOWN,INTERVENTIONAL,OTHER,['NA'],2,,2024-06-01,1756.0,792.0
NCT02683187,Role of Alpha-cell GLP-1 in the Beta-cell Response to DPP-4 Inhibition,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,40.0,792.0
NCT04831697,Community-Based Intervention to Improve Diabetes Outcomes in Older African American Women With Multi-Caregiving Burden,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,60.0,792.0
NCT01824173,Regulation of Muscle ATP Synthase Beta Subunit Metabolism in Obesity,COMPLETED,INTERVENTIONAL,OTHER,['PHASE1'],1,2012-10-01,,84.0,4942.0
NCT02008942,"Reliable Inhibition of Thrombocyte Activity: Comparison of PL2200 Aspirin Capsules, 325 mg and Enteric-Coated Aspirin (RITE Study)",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],3,2014-01-01,2014-04-01,57.0,90.0
NCT07310849,Digital Care Community Common Good Program Enhances Holistic Health Management for Middle Aged and Older Adults With Diabetes Mellitus and Multiple Chronic Conditions,ENROLLING_BY_INVITATION,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,169.0,792.0
NCT06062875,Effects of TNF Blockade on Human BPH/LUTS,RECRUITING,INTERVENTIONAL,DRUG,['PHASE2'],1,,,70.0,792.0
NCT05066230,"A Prospective, Randomized, Double-masked, Sham-controlled, Multicenter, Two-arm Phase3 Study to Evaluate the Efficacy and Safety of Intravitreal KSI-301 in Participants With Moderately Severe to Severe Non-proliferative Diabetic Retinopathy",TERMINATED,INTERVENTIONAL,DRUG,['PHASE3'],61,,,253.0,792.0
NCT03205904,Nutritional Intervention and Glycemic Improvement in Patients With Pre-diabetic Cystic Fibrosis.,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,20.0,792.0
NCT00604448,The Effect of Frequent Consumption of Pulses for Eight Weeks on Blood Lipids and on Glycemic and Satiety Hormones Response in Overweight and Obese Subjects,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2008-02-01,2009-12-01,44.0,669.0
NCT05526885,"Tuberculosis Diagnostic Trial of CAD4TB Screening Alone Compared to CAD4TB Screening Combined With a CRP Triage Test, Both Followed by Confirmatory Xpert MTB/RIF Ultra in Communities of Lesotho and South Africa",COMPLETED,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],2,,,20000.0,792.0
NCT01944124,A Lifestyle Intervention Supported by Mobile Health Technologies to Improve the Cardiometabolic Risk Profile of Individuals at Risk for Cardiovascular Disease and Type 2 Diabetes.,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2009-11-01,2011-12-01,149.0,760.0
NCT06284681,Weight-focused vs. Weight-neutral Adaptive Biobehavioral Strategies for Improving Metabolic Health in Black Adults With Stage 1 Obesity: A Pilot Sequential Multiple Assignment Randomized Trial,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,41.0,792.0
NCT02909400,"An Exploratory, Double-blind, Randomized, Placebo-controlled, Single-center, Two-way Cross-over Study With KH176 in Patients With the Mitochondrial DNA tRNALeu(UUR) m.3243A>G Mutation and Clinical Signs of Mitochondrial Disease",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,2016-09-01,2017-07-01,20.0,303.0
NCT02048033,Medico-economic Evaluation of the Management of Weight Regain After Gastric Bypass by Gastrointestinal Narrowing of Jejunal Anastomosis by Endoscopic Suturing: Apollo Endosurgery OverStitch Technical,TERMINATED,INTERVENTIONAL,DEVICE,['NA'],7,,,74.0,792.0
NCT02174042,"The Effect of Tang Ning Tongluo Formula, a Traditional Chinese Miao Medicine, in Type 2 Diabetics: A Retrospective Clinical Analysis",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,2014-03-01,2014-09-01,120.0,184.0
NCT03335631,A Preference-Based Trial of Two Exercise Delivery Methods in Men With PC on ADT,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],3,,,56.0,792.0
NCT04765358,Virtual Diabetes Specialty Clinic: A Study Evaluating Remote Initiation of Continuous Glucose Monitoring,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,235.0,792.0
NCT01108263,"The Use of INTEGRA™ Flowable Wound Matrix to Manage Diabetic Foot Ulcers in High Risk Populations: A Prospective, Randomized, Controlled Trial",TERMINATED,INTERVENTIONAL,DRUG,['PHASE4'],1,2010-06-01,2011-08-01,5.0,426.0
NCT05379296,Healthy Hearts: Leveraging the Diabetes Prevention Program to Decrease Health Disparities in Women of Reproductive Age,WITHDRAWN,INTERVENTIONAL,BEHAVIORAL,['NA'],0,,,0.0,792.0
NCT03387787,Pilot Study to Evaluate Glycaemic Control Using GlucoTab® With Insulin Degludec and Aspart in Hospitalized Patients With Diabetes Mellitus Type 2,COMPLETED,INTERVENTIONAL,DEVICE,"['PHASE2', 'PHASE3']",1,,,15.0,792.0
NCT02309138,Comparison of Two Screening Strategies for Gestational Diabetes (GDM2),COMPLETED,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],1,,,921.0,792.0
NCT00714441,Reducing Distress and Improving Self-Care in Diabetes,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2008-07-01,2011-11-01,392.0,1218.0
NCT07180446,Predicting Exercise-Induced Insulin Sensitivity With AI: Butyrate Supplementation as a Therapy for Exercise-Resistant Individuals,NOT_YET_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,25.0,792.0
NCT03015311,Strategy of Systolic Blood Pressure Intervention in the Elderly Hypertensive Patients: A Prospective Randomized Open-Label Blinded-Endpoint Trial,UNKNOWN,INTERVENTIONAL,DRUG,['NA'],42,,,8000.0,792.0
NCT01420198,A Middle Eastern Immigrant Population At-risk for Diabetes; Contributing Risk Factors and the Efficiency and Cost-effectiveness of a Culturally Adopted Lifestyle Intervention Program - the MEDIM Study.,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2015-01-01,2015-06-01,96.0,151.0
NCT01716338,Glyburide Healthy Volunteer Study,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2013-01-01,2014-08-01,21.0,577.0
NCT04298515,"Determination of the Relationship Between Nesfatin-1 Levels and Energy Intake Levels of Patients With Type 2 Diabetes, Insulin Resistance and Obesity",UNKNOWN,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],1,,,180.0,792.0
NCT02248272,"The Effects of Meal Frequency on Glucose, Insulin, and Insulin Sensitivity in Women With Polycystic Ovary Syndrome (PCOS), People at High Risk for Developing Type 2 Diabetes and People With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,OTHER,['NA'],0,2011-10-01,2013-09-01,110.0,701.0
NCT06533618,"Characterization of the ""Transfusion-dependent Prediabetes"" Using Continuous Glucose Monitoring: the Hemoglycare Study",COMPLETED,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],1,,,29.0,792.0
NCT00871312,"A Randomized, Double-blinded, Parallel Group, Placebo-Controlled, Multi-Center Trial of Topical Wound Oxygen Therapy in the Treatment of Diabetic Lower Extremity Ulcers",TERMINATED,INTERVENTIONAL,DEVICE,['NA'],3,2007-05-01,2009-12-01,21.0,945.0
NCT01134393,"A Prospective, Open-label TElmisartan/AMlodipine Single Pill STudy to Assess the Efficacy in Patients With Essential Hypertension""...""",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],47,2010-05-01,,502.0,5826.0
NCT00167830,Understanding The Barriers in Treatment of Obesity in Adolescents 11-18 in Central Virginia,COMPLETED,INTERVENTIONAL,BEHAVIORAL,"['PHASE1', 'PHASE2']",1,2003-11-01,2013-12-01,292.0,3683.0
NCT03088566,Implementation of the D-Foot at the Department of Prosthetics and Orthotics,COMPLETED,INTERVENTIONAL,PROCEDURE,['NA'],1,,,111.0,792.0
NCT02057172,"A Phase II, 12-week, Double-blind, Randomised, Parallel Group, Multi-centre, International Trial to Assess the Effect on Glycaemic Control of Five Doses of HM11260C Versus Placebo or Open-label Liraglutide in Subjects With Type 2 Diabetes",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,2014-01-01,2014-12-01,254.0,334.0
NCT05781711,Clinical Study to Evaluate the Possible Efficacy of Metformin in Patients With Parkinson's Disease,COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,,,60.0,792.0
NCT05414409,The Gut Microbiome in Lean and Overweight Youth With Type 1 Diabetes and Novel Mechanism of Action of Metformin,RECRUITING,INTERVENTIONAL,DRUG,['PHASE2'],1,,,114.0,792.0
NCT03091712,Insulin Degludec Titration Using Mobile Insulin Dosing System,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,240.0,792.0
NCT01773798,A Trial Investigating the Pharmacodynamic and Pharmacokinetic Properties of Insulin Degludec/Insulin Aspart 15 in Subjects With Type 1 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2013-01-01,2013-08-01,33.0,212.0
NCT00226902,Integrated Studies in Vascular Reactivity and Anaemia Correction Therapy in Endstage Kidney Disease Patients,COMPLETED,INTERVENTIONAL,PROCEDURE,['NA'],1,2006-09-01,2013-09-01,15.0,2557.0
NCT04919499,"A First in Human Trial to Study Safety and Tolerability of Single Rising Intravitreal Doses (oPen Label, Non-randomized, Uncontrolled) and in Addition the Early Biological Response of mulTiple Intravitreal Doses (Double-masked, RandomIzed, Sham-controlleD) of BI 765128 in Panretinal photocoaGulation (PRP) Treated Diabetic rEtinopathy (DR) Patients With Diabetic Macular Ischemia (DMI) - the PARTRIDGE Study",COMPLETED,INTERVENTIONAL,DRUG,"['PHASE1', 'PHASE2']",25,,,46.0,792.0
NCT01595789,Adding Liraglutide to the Backbone Therapy of Biguanide in Patients With Coronary Artery Disease and Newly Diagnosed Type-2 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],1,2012-05-01,2015-07-01,41.0,1156.0
NCT00688363,The Benefit of the Blood Glucose Self Monitoring and a Regular Three-monthly Hemoglobin A1c Profile in Patients With Type 2-diabetes and Conventional Insulin Therapy,COMPLETED,INTERVENTIONAL,PROCEDURE,['PHASE4'],41,2003-02-01,2008-12-01,300.0,2130.0
NCT04213547,Sleep Duration and Glycemic Control in Adolescents With Type 2 Diabetes Mellitus,RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,90.0,792.0
NCT07006142,Effect of Prolonged Fasting Time on Gastric Residual Volume in Patients Taking GLP1 Receptor Agonists,RECRUITING,INTERVENTIONAL,OTHER,['NA'],1,,,150.0,792.0
NCT04343872,UAB Diabetes Research Center (DRC): Chronic Disease and the Reduction of Health Disparities Supplement,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,36.0,792.0
NCT00985881,Mechanically-induced Stochastic Resonance to Improve Amputee Gait,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,17.0,792.0
NCT00138606,Extension to a Study on the Efficacy and Safety of Vildagliptin in Combination With Insulin in Patients With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],2,2005-01-01,2006-01-01,179.0,365.0
NCT03668808,Comparison of Insulin Degludec With Insulin Glargine U100 for Adults With Type 1 Diabetes Travelling Across Multiple Time Zones. A Pilot Study.,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],2,,,25.0,792.0
NCT06272695,Glucagon Rescue of Insulin-Induced Hypoglycemia in Adults With Type 1 Diabetes Treated With Volagidemab,COMPLETED,INTERVENTIONAL,BIOLOGICAL,['PHASE1'],2,,,24.0,792.0
NCT01365507,A Trial Comparing the Efficacy and Safety of Insulin Degludec/Insulin Aspart Once Daily in Insulin-naïve Subjects With Type 2 Diabetes Mellitus When Using Two Different Titration Algorithms (BOOST™: SIMPLE USE),COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],42,2011-06-01,2012-04-01,276.0,305.0
NCT00886665,The Evaluation of Safety and Efficacy of JWHGWT on Diabetic Neuropathy,UNKNOWN,INTERVENTIONAL,DRUG,['PHASE3'],2,2008-07-01,2009-07-01,120.0,365.0
NCT02646475,Metabolic Effects of Angiotensin-(1-7),RECRUITING,INTERVENTIONAL,DRUG,['PHASE1'],1,2016-02-01,2029-12-01,26.0,5052.0
NCT04857346,Indocyanine-mediated Antimicrobial Photodynamic Therapy Promotes Superior Clinical Effects in Stage III and Grade C Chronic Periodontitis Among Different Forms of Diabetes Mellitus: A Randomized Controlled Clinical Trial,COMPLETED,INTERVENTIONAL,DRUG,"['PHASE2', 'PHASE3']",1,,,80.0,792.0
NCT02061124,"Effect of Bile Acid Sequestration on Postprandial GLP-1 Secretion, Glucose Homeostasis and Gut Microbiota",COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2014-02-01,2015-10-01,50.0,607.0
NCT05892861,The Effect of Multidomain Dietary Education in Type 2 Diabetic Adults,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,40.0,792.0
NCT01177709,Evaluation of the Efficacy of Metformin for Weight Loss and Metabolic Effects In Overweight Psychiatric Patients Treated With Antipsychotic Medication,TERMINATED,INTERVENTIONAL,DRUG,['NA'],1,2008-05-01,2011-04-01,12.0,1065.0
NCT07280663,A Study on the Correlation Between the Level of Neurofilament Light Chain Protein and the Sensitivity to Remazolam in Older Adults,COMPLETED,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,,,128.0,792.0
NCT00212004,The Japan Working Group for the Assessment That the Pioglitazone Protects DM Patients Against Re-Infarction,TERMINATED,INTERVENTIONAL,DRUG,['PHASE4'],1,2005-04-01,2018-04-01,630.0,4748.0
NCT02162004,Sensor-Augmented Continuous Correction in Insulin Pump-Treated Type 1 Diabetes,TERMINATED,INTERVENTIONAL,PROCEDURE,['NA'],1,2014-06-01,2014-12-01,2.0,183.0
NCT01494935,Effect of High Fat and High Glycemic Diets on Muscle Protein Synthesis in Somali Immigrants and Americans of Northern European Descent,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2011-04-01,,24.0,5491.0
NCT01080989,The Sero-prevalence and Genetic Study for the Infectious Diseases and Metabolic Syndrome in Solomon Islands,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2009-03-01,2011-12-01,1477.0,1005.0
NCT04177420,Investigation for Health Efficacy of Infrared-C Radiation on Diabetes Patients in Senior's Activity Center,UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],1,,,64.0,792.0
NCT06599840,Improving Self-management in Childhood Diabetes - Feasibility and Preliminary Effects of a CBT-based Intervention for Parents,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,17.0,792.0
NCT05354518,Evaluation of the Effectiveness of Teaching Method With Simulation in Gestational Diabetes Mellitus Management,UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],0,,,78.0,792.0
NCT01524809,"A Single-Centre, Randomised, Double-Blind, 2- Period Crossover Trial Investigating the Steady State Pharmacokinetics of Biphasic Insulin Aspart 30 and Biphasic Insulin Aspart 70 in Subjects With Type 1 Diabetes",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2001-01-01,2001-06-01,26.0,151.0
NCT02206607,"A Phase 1, Randomized, Open-label, Cross-over, Single-day Study Of Pf-04937319 To Characterize Relative Bioavailability, Tolerability, And Pharmacodynamics Of Four Oral Formulations In Adults With Type 2 Diabetes Mellitus Inadequately Controlled On Metformin",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],2,2014-09-01,2015-01-01,39.0,122.0
NCT00456898,"A Randomized, Open-Label, 3-Period Crossover Study to Evaluate the Effect of Multiple Doses of DVS SR and Paroxetine on the CYP2D6 Biotransformation of Codeine to Morphine in Healthy Subjects.",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],0,2007-01-01,2007-03-01,40.0,59.0
NCT00974090,A Phase III Study of MP-513 in Combination With Sulfonylurea in Japanese Patients With Type 2 Diabetes Mellitus,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2009-09-01,2011-03-01,194.0,546.0
NCT04321343,"A 36-week, Randomized, Double-blind, Placebo-controlled, Parallel Group Trial to Assess the Efficacy and Safety of PXL065 Versus Placebo in Noncirrhotic Biopsy-proven NonAlcoholic SteatoHepatitis (NASH) Patients",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],29,,,117.0,792.0
NCT01459133,"Single Site, Single Subject, Treatment IND With Mannkind Corporation's Technosphere",WITHDRAWN,INTERVENTIONAL,DRUG,['NA'],1,2013-05-01,2014-10-01,0.0,518.0
NCT00957866,"Prospective Anti-HCV Trial of Peg-Interferon and Ribavirin in Subjects of First Nations, Metis and Caucasian Ethnicity: PRAIRIE Study",COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],3,2009-05-01,2012-11-01,160.0,1280.0
NCT06867965,"A Study to Investigate the Function, Safety and Tolerability of a Subcutaneous Continuous Glucose Monitoring System in Diabetic Patients (Type 1 and 2)",COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2010-03-01,2011-11-01,8.0,610.0
NCT03842007,Understanding Mechanisms of Normal and Disordered Defecation,RECRUITING,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],1,,2026-06-01,160.0,792.0
NCT00536744,Use of the dermaPACE™ (Pulsed Acoustic Cellular Expression) Device in Conjunction With Standard of Care in the Treatment of Diabetic Foot Ulcers,COMPLETED,INTERVENTIONAL,DEVICE,['PHASE3'],23,2007-10-01,2010-09-01,206.0,1066.0
NCT01255254,,UNKNOWN,INTERVENTIONAL,PROCEDURE,['PHASE1'],1,2010-08-01,2011-08-01,40.0,365.0
NCT05197829,Glycemic Optimization On Discharge From the Emergency Room,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,30.0,792.0
NCT00477997,The Effect of a Physiological Bolus of Growth Hormone (GH) on Insulin Signaling Pathways in Muscle Tissue From Healthy Adults,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2007-05-01,2008-08-01,8.0,458.0
NCT06059716,Gluten Technology and Education for Celiac Health,RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],4,,,200.0,792.0
NCT06767761,A Phase III Clinical Study Comparing the Efficacy and Safety of Once-weekly GZR4 Versus Once-daily Insulin Glargine U100 in Combination With Insulin Aspart (With or Without Non-Insulin Antidiabetic Agents) in Subjects With Type 2 Diabetes Mellitus (T2DM) Treated With Basal+Prandial Insulin Treatment,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['PHASE3'],1,,,580.0,792.0
NCT07032376,Guideline to Implementation: A Rapid Clinical Care Pathway to Care for Patients Affected by Chronic Constipation- Phase 2,ENROLLING_BY_INVITATION,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,2027-02-01,109.0,792.0
NCT00290979,"Evaluation of Efficacy and Safety of HMR1964 (Insulin Glulisine) in Subjects With Type 1 Diabetes Mellitus; Insulin Lispro Controlled, Open, Randomized, Parallel Group, Non-inferiority Study, for 28 Weeks",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2004-12-01,,250.0,7803.0
NCT02236598,The Effects of Potassium on Glucose Metabolism in African Americans,COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,2015-01-01,,61.0,4120.0
NCT05993741,"Augmented Reality(AR) Training System on Periodontal Health, Blood Sugar Control and Quality of Life in Patients With T2DM",UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],1,,,100.0,792.0
NCT01095653,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Phase 3 Trial to Evaluate the Safety and Efficacy of Dapagliflozin as Monotherapy in Asian Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control With Diet and Exercise",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],39,2010-06-01,2012-03-01,1179.0,639.0
NCT05756829,Type 1 Diabetes Virtual Self-management Education and Support,RECRUITING,INTERVENTIONAL,OTHER,['NA'],9,,,580.0,792.0
NCT00896389,"The Relationship Between Serine Threonine Kinase 39 (STK39) Genotypes, Salt Sensitivity, Thiazide Diuretics-induced Blood Pressure Response",COMPLETED,INTERVENTIONAL,PROCEDURE,['PHASE4'],1,2009-10-01,2013-03-01,124.0,1247.0
NCT03297294,"A Double-blind, Placebo-controlled, Randomized Trial to Determine the Safety and Efficacy of EMA401 in Reducing 24-hour Average Pain Intensity Score in Patients With Painful Diabetic Neuropathy (EMPADINE)",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],64,,,142.0,792.0
NCT03667053,"Phase 3, Randomized, Double-blind, Placebo/Active-controlled, Parallel-arm Trial to Assess Efficacy, Safety, and Pharmacokinetics of Dasiglucagon Relative to Placebo/GlucaGen® as Rescue Therapy for Severe Hypoglycemia in Children With T1DM Treated With Insulin",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],5,,,42.0,792.0
NCT03675919,The Telemedical Lifestyle Intervention Program TeLIPro (TeLIPro Health Program - Active With Diabetes),COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,1163.0,792.0
NCT01864239,The Medicines Advice Service: A Randomised Controlled Trial of a Pharmacy-based Telephone Intervention to Support Patients Taking Medication for a Long-term Condition,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2012-11-01,2014-09-01,677.0,669.0
NCT04038125,Increase in Capillary Plexus Density Level Following the Use of Ozurdex for the Treatment of DME (RMSM ICOD STUDY),UNKNOWN,INTERVENTIONAL,DRUG,['PHASE4'],2,,2021-08-01,20.0,792.0
NCT03800680,A Randomized Trial to Slow the Progression of Diabetes (The TRIPOD Study),COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,269.0,792.0
NCT01953874,Cardiovascular Improvements With Minute Ventilation-targeted ASV Therapy in Heart Failure (CAT-HF),TERMINATED,INTERVENTIONAL,DEVICE,['NA'],15,2013-12-01,2015-12-01,126.0,730.0
NCT05524909,Combined Effects of Communicating Genetic Risk of Type 2 Diabetes and Wearable Technologies on Objectively Measured Behavioral Outcomes in Overweight or Obese East Asian Individuals.,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,GENETIC,['NA'],1,,,355.0,792.0
NCT06744933,Self-administered Auricular Acupressure Integrated With a Smartphone Application for Weight Reduction in Patients With Obesity Accompanied With Obesity-related Comorbid Illness: A Randomised Controlled Clinical Trial,NOT_YET_RECRUITING,INTERVENTIONAL,COMBINATION_PRODUCT,['NA'],2,,,220.0,792.0
NCT00167661,Campath-1H Induction to Allow Steroid Free Immunosuppression in Pediatric Renal Transplantation,TERMINATED,INTERVENTIONAL,DRUG,"['PHASE1', 'PHASE2']",1,2004-06-01,2012-05-01,33.0,2891.0
NCT01434901,"The Effects of Bethanechol, a Muscarinic Agonist, on Plasma Insulin, Glucagon, and Glucose Levels in Humans With and Without Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,50.0,792.0
NCT02845219,A Trial Investigating the Influence of Oral Semaglutide on Pharmacokinetics of Ethinylestradiol and Levonorgestrel in an Oral Contraceptive Combination Drug in Healthy Postmenopausal Females,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2016-07-01,2016-12-01,25.0,153.0
NCT00724178,The Effect of Vitamin D and Calcium on Bone in Pediatric HIV,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,"['PHASE2', 'PHASE3']",1,2003-07-01,2006-12-01,59.0,1249.0
NCT01889355,User Study for the Evaluation of an Enhanced Meter Feature Using an AgaMatrix BGMS,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2014-01-01,2014-03-01,121.0,59.0
NCT03006328,Technology-Assisted Weight Management Intervention Within Patient-Centered Medical Homes: The GEM (Goals for Eating and Moving) Study,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,489.0,792.0
NCT04884945,Pediatric Robotic Versus Open Pyeloplasty: A Pilot Randomized Control Study,TERMINATED,INTERVENTIONAL,PROCEDURE,['NA'],1,,,11.0,792.0
