nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment,study_duration_days
NCT05491252,"A Patient-Centered Self-Management Intervention to Improve Glycemic Control, Self-Efficacy and Self-Care Behaviors in Adults With Type 2 Diabetes Mellitus: Randomized Controlled Trial",COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],4,,,612.0,792.0
NCT00497198,"An Exploratory Study of MCI-196 for Treatment of Type 2 Diabetes in Randomized, Double-Blind, Parallel-Assignment, Placebo-Controlled Manner",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],0,2005-10-01,2007-09-01,183.0,700.0
NCT01565564,"A Randomized Translational Study to Examine the Effects of Shared Care Versus Usual Care in Management of Gestational Diabetes in a Three-tier Prenatal Care Network in Tianjin, China",COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2010-09-01,2013-09-01,948.0,1096.0
NCT05410353,Managing Obesity by Leveraging Health Information Technology to Lower Cancer Risk,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,229.0,792.0
NCT01497886,Randomized Controlled Trial Effect of Novel Intervention to Improve Stroke Symptom Recognition,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2011-03-01,2016-06-01,4614.0,1919.0
NCT03622762,Effect of the Administration of Green Tea Extract on Soluble RAGE and Kidney Disease in Patients With Diabetes Mellitus Type 2,UNKNOWN,INTERVENTIONAL,DRUG,['PHASE2'],1,,,30.0,792.0
NCT05464186,Effects of Whole vs. Nonfat Milk Consumption on Body Composition in Children: a 1-Year RCT,RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,2026-12-01,200.0,792.0
NCT00533624,Head to Head Comparison of Myfortic vs. Cellcept in the Treatment of Kidney Transplant Recipients Using Our Current Center Standardized Concomitant Immunosuppressive Protocol,COMPLETED,INTERVENTIONAL,DRUG,"['PHASE2', 'PHASE3']",1,2004-12-01,2006-02-01,150.0,427.0
NCT00259896,"A Randomized, Open-label, Placebo-controlled, Repeat-dose Study to Assess the Pharmacokinetics and Pharmacodynamics of 5 Micrograms Exenatide Administered Subcutaneously Twice Daily for 7 Days in Healthy Normal Volunteers and in Subjects With Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],0,2005-10-01,,30.0,7499.0
NCT02480244,Translating Obesity and Diabetes Prevention Into the Worksite for Immigrant Populations,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2015-07-01,,554.0,3939.0
NCT06184815,Effectiveness of a Multidisciplinary Treatment and Structured Education for Type 1 Diabetes Patients,UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],0,,,120.0,792.0
NCT06792214,Antiviral Strategies in the Prevention of Long-term Cardiovascular Outcomes Following COVID-19: The paxloviD/Remdesivir Effectiveness For the prEvention of loNg coviD (DEFEND) Clinical Trial,RECRUITING,INTERVENTIONAL,DRUG,['PHASE4'],4,,2027-01-01,118.0,792.0
NCT00910923,Single Ascending Dose,COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],0,2008-11-01,2009-04-01,37.0,151.0
NCT04803708,A Double-Blind and Randomized Study to Determine the Safety and Tolerability of Multiple Doses of TP-102 in Subjects With Non-Infected and Infected Diabetic Foot Ulcers,COMPLETED,INTERVENTIONAL,BIOLOGICAL,"['PHASE1', 'PHASE2']",2,,,20.0,792.0
NCT00683020,Harnessing Health IT for Self-Management Support and Medication Activation in a Medicaid Health Plan,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2009-04-01,2012-04-01,362.0,1096.0
NCT05689684,Arabinoxylan-oligosaccharides (AXOS) As a Medical Food for Adjuvant Approach in the Management of Type-2 Diabetes,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,66.0,792.0
NCT03694223,A Feasibility Study on Different Health Education Delivery Methods for a Low Fermentable Carbohydrate (FODMAP) Diet in Patients With Functional Bowel Disorders,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,51.0,792.0
NCT01234597,A Comparative Study to Evaluate the Prandial Treatment Adjustment Effect Via Continuous Glucose Monitoring on Type 2 DM Patients Uncontrolled With a Basal Insulin or Premix Once a Day,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],11,2012-12-01,2015-04-01,219.0,851.0
NCT05550870,Effect of Raw Versus Roasted Fenugreek Seed Powder in Reducing Blood Glucose Levels in Type 2 Diabetic Patients,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,35.0,792.0
NCT05170880,Effect of Primary Non-surgical Endodontic Therapy on Glycaemic Control in Type 2 Diabetic Patients With Asymptomatic Apical Periodontitis: A Randomized Controlled Trial,COMPLETED,INTERVENTIONAL,PROCEDURE,['NA'],1,,,30.0,792.0
NCT00481767,Study to Assess the Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' HPV Vaccine GSK580299 in Healthy Female Subjects Aged 10-25 Years.,COMPLETED,INTERVENTIONAL,BIOLOGICAL,['PHASE3'],2,,,676.0,792.0
NCT00271284,"A Crossover, Multicentre, Randomised Trial Comparing the Effect on the Control of Blood Glucose Concentration of Insulin Glargine and Insulin Detemir, Combined With Insulin Glulisine, Used as a Bolus, in Type 1 Diabetic Patients",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2005-10-01,2008-09-01,88.0,1066.0
NCT00477776,Metoclopramide to Improve Lactogenesis II in Diabetic Women: a Randomized Controlled Trial,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2006-04-01,2009-03-01,160.0,1065.0
NCT00101673,Efficacy and Safety of Vildagliptin in Patients With Type 2 Diabetes With HbA1c 9-11%,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2004-03-01,2005-06-01,251.0,457.0
NCT06859268,"A Phase 3b, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Retatrutide Treatment in the Maintenance of Weight Reduction in Individuals With Obesity",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['PHASE3'],53,,2028-04-01,643.0,792.0
NCT06918405,Efficacy and Safety of Tirzepatide for Weight Management in Overweight or Obese Adult Individuals With or Without Type 2 Diabetes Mellitus: A Real-World Study in Bangladesh,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['PHASE3'],1,,,440.0,792.0
NCT01129232,"A Phase II-study (Therapeutic Exploratory) of GAD-alum in Newly Diagnosed Type-1 Diabetic Patients, With Focus One the Presence of Viruses at the Time of Diagnosis",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],1,2011-01-01,2013-01-01,6.0,731.0
NCT05309850,Primary Disease Prevention With the Lifestyle Tool,RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,90000.0,792.0
NCT02282423,PGC-1 & Muscle Mitochondrial Dysfunction in Diabetes,TERMINATED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2014-05-01,2016-04-01,26.0,701.0
NCT01339520,Use of a Card to Improve Risk Factor Control in Patients With Type II Diabetes,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2008-11-01,2010-05-01,104.0,546.0
NCT00607230,Determination of Dosing and Frequency of BCG Administration Necessary to Alter T-Lymphocyte Profiles in Type I Diabetics,COMPLETED,INTERVENTIONAL,BIOLOGICAL,['PHASE1'],1,2007-11-01,2011-02-01,25.0,1188.0
NCT02862431,"A Double-Blind, Randomized, Placebo-Controlled, Multiple Ascending Dose Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of JNJ-64565111 in Men and Women With Type 2 Diabetes Mellitus",TERMINATED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,24.0,792.0
NCT03041844,,UNKNOWN,INTERVENTIONAL,DEVICE,['NA'],1,2017-01-01,2023-03-01,72.0,2250.0
NCT03173963,Empagliflozin in Early Diabetic Kidney Disease,WITHDRAWN,INTERVENTIONAL,DRUG,['PHASE3'],1,,,0.0,792.0
NCT06632002,"A Randomized, Double-blind, Non-inferiority Trial of a New Diabetes-specific Formula Compared to an Existing Diabetes-specific Formula on Nutritional Outcomes in Individuals With Diabetes Who Require Nutritional Support",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,OTHER,['NA'],1,,2026-05-01,103.0,792.0
NCT01827735,Adaptive Study of IL-2 Dose on Regulatory T Cells in Type 1 Diabetes (DILT1D),COMPLETED,INTERVENTIONAL,DRUG,"['PHASE1', 'PHASE2']",1,2013-03-01,2014-05-01,40.0,426.0
NCT00358033,Effectiveness of Different Strategies in Maintaining Target Goals of Cardiovascular Risk Factors in Patients Discharged From Cardiovascular Risk Reduction Clinic,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['PHASE3'],1,2003-07-01,2008-05-01,200.0,1766.0
NCT04142944,The Impact of Continuous Glucose Monitoring With a Predictive Hypoglycaemia Alert Function on Hypoglycaemia in Physical Activity for People With Type 1 Diabetes,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,30.0,792.0
NCT06889909,Comparison of Efficacy of Once Weekly Dose of Trelagliptin Versus Once Daily Dose of Vildagliptin on the Levels of HbA1c in Type-2 Diabetes Patients,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['NA'],1,,,102.0,792.0
NCT00640653,HIV/Sexually Transmitted Disease (STD) Prevention Interventions for Black Adolescents,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2001-09-01,2004-08-01,662.0,1065.0
NCT00318877,Sports to Prevent Obesity Randomized Trial,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2006-05-01,2008-07-01,79.0,792.0
NCT00580788,Determining the Maximal Safe Dose of a Continuous Infusion of Parathyroid Hormone-related Protein(1-36): Effects on Bone Formation,COMPLETED,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,2008-01-01,2009-12-01,14.0,700.0
NCT03486223,Effect of Inhibition Soluble Epoxide Hydrolase on Insulin Sensitivity in Humans,COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,,,16.0,792.0
NCT00298558,Trial of a Cognitive Intervention for Older Adults,COMPLETED,INTERVENTIONAL,BEHAVIORAL,"['PHASE2', 'PHASE3']",7,1998-03-01,2010-12-01,2832.0,4658.0
NCT06979830,"The Effects of Yoga Exercises on Body Composition, Respiratory Parameters and Functional Levels in Overweight and Obese Women: A Randomized Controlled Trial",NOT_YET_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],0,,,50.0,792.0
NCT07115940,Medical Management With Endovascular Thrombectomy Versus Medical Management Alone in Patients Presenting Beyond 24 Hours of Last Known Well - SELECT LATE Trial,RECRUITING,INTERVENTIONAL,DEVICE,['NA'],6,,,408.0,792.0
NCT00395148,A Novel Mechanism Mediating Anti-atherosclerotic and Metabolic Actions of HDL Cholesterol,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2006-03-01,2008-03-01,13.0,731.0
NCT05756452,Linking Cardiac Autonomic Dysfunction and InfLammation in Patients With Acute Coronary Syndromes: a Complex Puzzle to be Solved With Potential Therapeutic Implications (CADILACS Study),UNKNOWN,INTERVENTIONAL,DIAGNOSTIC_TEST,['NA'],1,,,90.0,792.0
NCT00939939,,TERMINATED,INTERVENTIONAL,DRUG,['PHASE4'],1,2010-03-01,2011-05-01,3.0,426.0
NCT06974201,An Open Label Study to Determine the Effect of Diabetes M Application Use Versus Conventional Bolus Calculation in Patients With Type 1 Diabetes Mellitus on MDI or CSII,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DEVICE,['NA'],1,,,30.0,792.0
NCT07265245,Analogies As A Possible Effective Consultation Tool In Type II Diabetes Mellitus Patients on Insulin: A Retrospective Cohort Study,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,106.0,792.0
NCT03912363,Intrapartum Glycemic Control With Insulin Infusion Versus Rotating Fluids: Randomized Controlled Trial (RCT),COMPLETED,INTERVENTIONAL,OTHER,['NA'],2,,,114.0,792.0
NCT07120828,The Role of CYP8B1 Polymorphisms in Modulating the Biochemical Pathways Affected by SGLT2 Inhibitors in T2DM and Obesity,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],1,,,260.0,792.0
NCT06734273,Randomized Control Trial of Sleeve Gastrectomy with Tirzepatide in Maximizing Weight Loss,RECRUITING,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,,2028-03-01,42.0,792.0
NCT06778967,"A Multicenter, Randomized, Active-controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of GZR18 Injection in Chinese Subjects With Type 2 Diabetes Mellitus and Poor Blood Glucose Control by Metformin Monotherapy or in Combination With Sodium-dependent Glucose Transporter 2 (SGLT2) Inhibitors or Sulfonylureas",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,['PHASE3'],1,,,1100.0,792.0
NCT04166773,"A Randomized, Double-Blind, Placebo-Controlled Phase 2 Study Comparing the Efficacy and Safety of Tirzepatide Versus Placebo in Patients With Nonalcoholic Steatohepatitis (NASH)",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],112,,,190.0,792.0
NCT06855147,"A Single-center, Open-label, Phase Ⅰ Clinical Study of the Absorption, Metabolism, and Excretion of [14C]HRS9531 in Healthy Male Subjects",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,7.0,792.0
NCT03446456,The Influence of Vasopressin on Observational Learning of Placebo Analgesia,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DRUG,"['PHASE1', 'PHASE2']",1,,,40.0,792.0
NCT01206101,"A 52 Week Randomized, Double-Blind, Placebo Controlled, Parallel Group, Multi-Center, Multinational Trial In Islet Cell Transplant Subjects With Type 1 Diabetes Mellitus To Determine If The Early Use Of Liraglutide As An Adjunct To Standard Care Increases The Proportion Of Subjects Achieving Insulin Independence After First Transplantation",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],16,,,3.0,792.0
NCT02910531,The Effect of Lipoic Acid Natural Supplement on Cystine Stone Formation,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,DIETARY_SUPPLEMENT,['PHASE2'],1,,2025-06-01,50.0,792.0
NCT00668850,"A 26-Week, Open-Label, Randomized, Active Comparator Study of Generex Oral-lyn™ Spray and Injected Human Insulin In Subjects With Type-1 Diabetes Mellitus",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE3'],74,2008-04-01,2011-09-01,500.0,1248.0
NCT02899442,Cardiovascular Risk Prevention Among Night Workers,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2015-09-01,2021-09-01,3056.0,2192.0
NCT03890900,Developing and Evaluating the T2DXcel Mobile Application for Adult Patients With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,OTHER,"['PHASE1', 'PHASE2']",1,,,55.0,792.0
NCT01059487,Bringing Acute and Wellness Care to Underserved Populations Using Traditional Chinese Medicine: A Pragmatic Clinical Trial Using Quality of Life Measures in a Community Health Care Setting,UNKNOWN,INTERVENTIONAL,OTHER,['EARLY_PHASE1'],1,2010-09-01,2012-08-01,67.0,700.0
NCT02855684,"6-Month, Multicenter, Randomized, Parallel-group Study Comparing the Efficacy and Safety of a New Formulation of Insulin Glargine and Lantus® in Insulin-Naïve Patients With Type 2 Diabetes Mellitus Not Adequately Controlled With Non-Insulin Antihyperglycemic Drugs",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],54,,,604.0,792.0
NCT01977417,Inflammation Inhibition for Microvascular and Autonomic Dysfunction in Obese Prediabetic Humans,TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],1,2012-11-01,2021-04-01,21.0,3073.0
NCT03679273,Clinical Effectiveness and Molecular Mechanisms of Nutritional Supplement on Wound Healing in Diabetic Patients With Limb-threatening Foot Ulcer,UNKNOWN,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,70.0,792.0
NCT01791907,Effect of Structured Education in Advanced Carbohydrate Counting or Healthy Food Choices With Low Glycemic Index in Type 1 Diabetes,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],0,2013-02-01,2017-07-01,181.0,1611.0
NCT06526494,Metformin and Vascular Function in Prediabetes,WITHDRAWN,INTERVENTIONAL,DRUG,['PHASE2'],2,,,0.0,792.0
NCT00269646,"Effect of a Low-Carbohydrate and High-Carbohydrate, High-Fiber Diet on Insulin Sensitivity and Risk Markers for Cardiovascular Disease in Men and Women With the Metabolic Syndrome",UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2004-11-01,2009-08-01,24.0,1734.0
NCT02160639,"Evaluating the Impact of Year Long, Augmented Diabetes Self Management Support",UNKNOWN,INTERVENTIONAL,OTHER,['NA'],4,2015-01-01,2017-05-01,449.0,851.0
NCT04830995,Impact of High-Intensity Interval Training on Insulin Resistance During Pregnancy: A Randomized Control Trial.,COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],1,,,40.0,792.0
NCT01514149,"A Randomized, Double-Blind, Placebo-Controlled, Multiple-Dose, Phase 2 Dose-Ranging Study to Evaluate the Efficacy and Safety of 17 Weeks of Weekly Injections of CJC-1134-PC in Patients With Type 2 Diabetes Mellitus on Metformin Monotherapy",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],22,2011-09-01,2013-03-01,73.0,547.0
NCT00362778,Intensive Insulin Therapy in Non-diabetic Patients With Acute Myocardial Infarction and Hyperglycaemia,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],0,2006-01-01,2007-06-01,28.0,516.0
NCT03615807,Randomized Study Comparing Different Durations of Antibiotic Treatment for Diabetic Foot Infections,COMPLETED,INTERVENTIONAL,PROCEDURE,['NA'],1,,,182.0,792.0
NCT05431660,"Effects of Diabetic Foot School on Sensory, Balance and Lower Extremity Biomechanics",UNKNOWN,INTERVENTIONAL,OTHER,['NA'],0,,,50.0,792.0
NCT03191240,"AMCPR (Augmented-Medication CardioPulmonary Resuscitation) for Improving Outcome in Patient With Cardiac Arrest: Multi-center, Double-blind, Prospective Randomized Clinical Trial.",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],2,,,110.0,792.0
NCT03851666,"A Randomized, Double-blind, Placebo-controlled, Parallel Group Exploratory Study to Assess the Effect of a Once Daily Administration of a Plant-based Hydrolysates in the Reduction of Hb1A) Levels in Pre-diabetic Volunteers.",COMPLETED,INTERVENTIONAL,DIETARY_SUPPLEMENT,['NA'],2,,,62.0,792.0
NCT01951729,"The Effects of GIP and/or Xenin-25, With and Without Atropine, on Insulin Secretion in Humans With Pre-diabetes",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,,2015-05-01,15.0,792.0
NCT00353561,Diabetes Mellitus and Vulvovaginal Candidiasis: Prevalence of Infection and Its Rationale Management,COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,2004-06-01,2006-04-01,100.0,669.0
NCT02037295,Investigation of the Gut Microbiota in Regulating Nutrient Absorption in Humans,COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],1,,,27.0,792.0
NCT06843499,Effectiveness and Cost-Effectiveness Evaluations of AI-Assisted Diagnostic Software (VeriSee) for Ophthalmic Disease Screening,RECRUITING,INTERVENTIONAL,OTHER,['NA'],1,,,1000.0,792.0
NCT07439562,"Zikhethele - Choose For You Aim 3 Exploring the Feasibility, Acceptability and Preliminary Impact of Choice-based Antiretroviral Therapy (ART) Support Interventions for Adults Starting and Restarting ART in Cape Town, South Africa: A Pilot Randomised Controlled Trial",NOT_YET_RECRUITING,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2026-02-01,2026-08-01,140.0,181.0
NCT02716623,The Feasibility of a Diet and Exercise Intervention in Diabetics During Treatment for Non-muscle Invasive Bladder Cancer,COMPLETED,INTERVENTIONAL,OTHER,['NA'],2,2016-03-01,,5.0,3695.0
NCT01195662,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Phase 3 Trial to Evaluate the Safety and Efficacy of Dapagliflozin in Subjects With Type 2 Diabetes With Inadequately Controlled Hypertension on an Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) and an Additional Antihypertensive Medication",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],298,2010-10-01,2013-02-01,2245.0,854.0
NCT01746017,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Ascending Oral Doses of LY2922470 in Healthy Subjects and Patients With Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],1,2012-12-01,2013-03-01,26.0,90.0
NCT00763087,Effect of Weight-Bearing Exercise on People With Diabetes and Neuropathic Feet,COMPLETED,INTERVENTIONAL,BEHAVIORAL,['NA'],1,2008-09-01,2011-01-01,43.0,852.0
NCT02545049,"A Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter, Event-driven Phase 3 Study to Investigate Efficacy and Safety of Finerenone on the Reduction of Cardiovascular Morbidity and Mortality in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Kidney Disease in Addition to Standard of Care.",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],975,,,7352.0,792.0
NCT02435511,"Evaluating CommunityRx, a Self-Care Innovation for Older Adults, Using Agent-Based Modeling: Collecting and Analyzing Data to Build the Agent Based Model",COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2015-12-01,2017-12-01,411.0,731.0
NCT01754337,"An Open-label, Randomized, Three-way, Cross-over Study to Assess the Efficacy of Single-hormone Closed-loop Strategy, Dual-hormone Closed-loop Strategy and Conventional Pump Therapy in Regulating Glucose Levels During 24 Hours in Adults and Adolescents With Type 1 Diabetes",COMPLETED,INTERVENTIONAL,OTHER,['PHASE2'],1,2012-12-01,2014-06-01,30.0,547.0
NCT05314231,"A Phase 1b, Open-Label, Single-Dose Pharmacokinetic Study of Subcutaneous ALXN1720 in Adult Participants With Varying Degrees of Proteinuria",COMPLETED,INTERVENTIONAL,DRUG,['PHASE1'],2,,,13.0,792.0
NCT05376969,"A Multi-center, Open-label, Extension Study to Evaluate the Long Term Safety and Efficacy of DWP16001 add-on to Metformin in Patients With Type 2 Diabetes Mellitus Inadequately Controlled on Metformin",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],1,,,159.0,792.0
NCT00377312,Determining the Maximal Safe Dose of a Continuous Infusion of Parathyroid Hormone(1-34): Effects on Bone Formation,COMPLETED,INTERVENTIONAL,DRUG,['EARLY_PHASE1'],1,2006-09-01,2007-12-01,11.0,456.0
NCT02302716,"A Prospective, Randomized, Open-Label Comparison of a Long-Acting Basal Insulin Analog LY2963016 to LANTUS® in Adult Patients With Type 2 Diabetes Mellitus: The ELEMENT 5 Study",COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],44,2014-12-01,2016-07-01,493.0,578.0
NCT01917656,Efficacy and Safety of Liraglutide Versus Sulphonylurea Both in Combination With Metformin During Ramadan in Subjects With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['PHASE4'],41,,,343.0,792.0
NCT01158625,Nighttime Dosing of Antihypertensive Drugs in Type 2 Diabetes,COMPLETED,INTERVENTIONAL,OTHER,['NA'],2,2010-08-01,2012-11-01,46.0,823.0
NCT04772521,Evaluation of a Smoking Cessation Program in Workplaces in Hong Kong: a Pragmatic Randomized Controlled Trial on Mobile Phone-Based Intervention on Smoking Cessation and Reducing Mental Health Symptoms,UNKNOWN,INTERVENTIONAL,BEHAVIORAL,['NA'],1,,,300.0,792.0
NCT02510703,,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,2011-03-01,2016-06-01,40.0,1919.0
NCT00506298,"A Randomized, Multi-Center Study to Compare the Effects of CRx-401 to Bezafibrate Plus Placebo on Plasma Glucose Levels When Given to Subjects With Type II Diabetes on Metformin.",COMPLETED,INTERVENTIONAL,DRUG,['PHASE2'],18,2007-07-01,2009-05-01,150.0,670.0
NCT07131410,Efficacy of Hyaluronic Acid Cream in Preventing Foot Ulceration Risk in Patients With Type 2 Diabetes and Moderate-to-Severe Peripheral Neuropathy,ENROLLING_BY_INVITATION,INTERVENTIONAL,OTHER,['NA'],1,,,83.0,792.0
NCT01882179,MINeralocorticoid Receptor Antagonist Pretreatment to MINIMISE Reperfusion Injury After ST-Elevation Myocardial Infarction (STEMI),COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],4,2013-11-01,2016-05-01,61.0,912.0
NCT00768040,"A Randomized, Double-masked, Placebo-controlled, add-on Study to Assess the Efficacy of Oral Aliskiren 300 mg Once Daily for Diabetic Macular Edema",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],12,2008-09-01,2011-02-01,39.0,883.0
NCT00410033,Safety/Efficacy Trial Using Stored Serum Samples to Investigate the Immunogenicity of Insulin Aspart and Soluble Human Insulin in Children and Adolescents From Onset of Type 1 Diabetes,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,1989-12-01,2006-05-01,74.0,5995.0
NCT06339086,"A Multicenter, Randomized, Open-label and Parallel-controlled Phase III Study to Compare the Efficacy and Safety of Semaglutide Injection With Ozempic® in the Treatment of Type 2 Diabetes Subjects With Poor Glycemic Control on Metformin",UNKNOWN,INTERVENTIONAL,DRUG,['PHASE3'],0,2024-04-01,,478.0,742.0
NCT01726114,A Clinical Study to Evaluate the Performance of the C8 MediSensors Optical Glucose Monitor™ During On-Site Testing and Real Time Use Monitoring,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2012-06-01,2013-03-01,86.0,273.0
NCT06025513,"A Phase 1 Study to Assess the Safety and Efficacy of Embrace, De-tensioning Patch, in Subjects With Type 1 Diabetes and Lipohypertrophy (LH)",COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,,,29.0,792.0
NCT01424891,Effects on NF-κB Activity: High Dose Simvastatin Versus Combination Therapy With Ezetimibe,COMPLETED,INTERVENTIONAL,DRUG,['NA'],1,2004-04-01,2011-08-01,31.0,2678.0
NCT04256005,Optimisation of Exercise Intensity During High-Intensity Interval Training for Glucose Control in Prediabetes,COMPLETED,INTERVENTIONAL,OTHER,['NA'],1,,,14.0,792.0
NCT00063622,Clinical Research Network in Nonalcoholic Steatohepatitis: Pioglitazone vs. Vitamin E vs. Placebo for the Treatment of Non-Diabetic Patients With Nonalcoholic Steatohepatitis (PIVENS),COMPLETED,INTERVENTIONAL,DRUG,['PHASE3'],8,2005-01-01,2009-09-01,247.0,1704.0
NCT00749047,A Study on the Anti-proteinuric Effects of Pioglitazone in Patients With Type 2 Diabetes.,UNKNOWN,INTERVENTIONAL,DRUG,['PHASE4'],1,2008-09-01,2010-03-01,12.0,546.0
NCT01627067,"Circulating FGF21 Levels and Efficacy of Exemestane, Everolimus and Metformin in Postmenopausal Women With Hormone Receptor Positive Metastatic Breast Cancer and BMI >/= 25",TERMINATED,INTERVENTIONAL,DRUG,['PHASE2'],1,2012-09-01,,23.0,4972.0
NCT02337218,Electrical Stimulation for Improving Balance in Diabetes,COMPLETED,INTERVENTIONAL,DEVICE,['NA'],1,2014-11-01,2017-03-01,28.0,851.0
NCT03907202,"A Double-blind, Placebo-controlled, Randomised, Multiple-ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of KBP-089 in Patients With Type II Diabetes",TERMINATED,INTERVENTIONAL,DRUG,['PHASE1'],1,,,25.0,792.0
NCT03920397,Allogenic Adipose Derived Mesenchymal Stem Cells and Vitamin D Supplementation in Patients With Recent-onset Type 1 Diabetes Mellitus,COMPLETED,INTERVENTIONAL,BIOLOGICAL,['NA'],1,,,30.0,792.0
